date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-23,12.294647442210861,4.181265753187054,18.970688841439507,37344189072
2025-03-24,12.284205105382615,4.734566273243322,19.21516502856785,37344189072
2025-03-25,12.27376276855437,4.546693714942127,19.348470894158297,37344189072
2025-03-26,12.263320431726124,4.903501035252452,19.69841391279382,37344189072
2025-03-27,12.252878094897877,4.335844803041463,19.78261609254179,37344189072
2025-03-28,12.24243575806963,5.5345675421140355,19.637495017871267,37344189072
2025-03-29,12.231993421241384,4.7199586071583575,19.380394857902196,37344189072
2025-03-30,12.221551084413138,4.9518120590728145,19.136860115200555,37344189072
2025-03-31,12.211108747584891,4.929857648162195,19.36380044656045,37344189072
2025-03-04,-1.5478001599236033,-6.939316472205817,4.084280085410725,37344544280
2025-03-05,-1.57993865533582,-6.857685744082883,3.9397537308685857,37344544280
2025-03-06,-1.6120771507480405,-7.291700362971387,3.9607608600428432,37344544280
2025-03-07,-1.6442156461602573,-7.256037224202806,3.6687802520067763,37344544280
2025-03-08,-1.6763541415724776,-7.217408040114338,4.037707288185316,37344544280
2025-03-09,-1.7084926369846984,-7.403326638022597,3.575406090738277,37344544280
2025-03-10,-1.740631132396915,-7.540864323012787,3.9221771970780956,37344544280
2025-03-11,-1.7727696278091356,-7.3417935353660955,3.9992245600156853,37344544280
2025-03-12,-1.80490812322136,-7.387793129297361,3.442975276032944,37344544280
2025-03-13,-1.8370466186335768,-7.312623270533946,3.487776248139644,37344544280
2025-03-14,-1.8691851140457973,-7.587930728874575,3.465942924247567,37344544280
2025-03-15,-1.901323609458014,-7.594147127012201,3.597648284392067,37344544280
2025-03-16,-1.9334621048702347,-6.937888662256356,3.657669682423308,37344544280
2025-03-17,-1.965600600282455,-6.988202011641336,3.5717670229808274,37344544280
2025-03-18,-1.997739095694672,-7.269016836406146,3.336550004442242,37344544280
2025-03-19,-2.0298775911068923,-7.537600980043732,3.1150165556235425,37344544280
2025-03-20,-2.062016086519113,-7.571643120224562,3.6094664115464425,37344544280
2025-03-21,-2.09415458193133,-7.74578113538473,2.9287998307363634,37344544280
2025-03-22,-2.12629307734355,-7.248670425017162,3.6469124081209885,37344544280
2025-03-23,-2.158431572755767,-7.575211367677586,3.486878851520699,37344544280
